Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
13802,10,275,7433.0599999999995,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13803,67,57,962.56,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13804,71,32,572.73,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13807,3,20,341.85,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13809,30,12,246.25,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
13813,163,62,1059.93,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13814,163,18,568.2,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13815,42,162,2434.55,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13818,65,5,61.28,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13819,305,57,1201.5,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13820,54,87,625.2,3,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13821,29,147,945.24,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13823,16,111,1932.59,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13824,15,50,1298.96,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13825,257,39,230.39,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
13829,57,1,102.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13830,217,8,110.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13831,57,81,1623.03,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13832,58,48,317.89,3,3,2,Need Attention,Use personalized outreach and surveys.,3
13833,40,14,245.66,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13834,212,11,195.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13835,155,11,178.3,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13836,35,24,449.03,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13838,5,290,1192.16,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13839,122,7,139.95000000000002,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13840,52,38,579.8,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13842,2,130,1868.79,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13843,17,15,260.05,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13846,35,26,442.73,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13847,355,15,237.82,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13849,33,100,1601.54,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13851,15,55,1578.1,5,3,5,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13852,246,11,187.35,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13854,1,53,1811.6,5,3,5,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13855,136,71,1185.85,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13856,99,29,421.57,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13857,29,124,908.68,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13859,165,4,81.15,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13861,65,19,240.61,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13862,25,21,346.72999999999996,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13863,101,42,795.37,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13869,17,527,4446.39,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13870,23,110,1845.78,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13871,64,60,1271.2,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13872,163,54,862.37,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13873,19,28,443.1,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13874,140,43,912.0,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13875,23,157,2568.08,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13877,106,15,250.02,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13878,183,59,892.85,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13879,281,24,375.6,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13880,3,64,1171.8899999999999,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13881,58,93,5730.04,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13883,39,154,3139.72,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13884,12,125,1041.18,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13888,40,129,1321.53,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13889,18,68,1574.33,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13890,10,61,1011.12,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13891,14,95,798.21,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13892,211,1,12.6,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13895,151,56,1033.0,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13896,261,19,261.05,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13897,74,39,810.77,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13898,47,32,504.27,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13900,25,51,793.32,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13901,10,138,2259.28,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13902,360,6,357.66,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13903,36,10,165.45000000000002,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13905,368,11,301.70000000000005,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13907,327,4,136.79999999999998,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13909,59,32,207.7,3,3,2,Need Attention,Use personalized outreach and surveys.,3
13911,15,76,1164.87,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13912,59,7,124.95,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13913,142,1,13.52,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13915,30,2,70.8,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13916,99,68,1026.36,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13919,60,42,783.75,3,3,4,Need Attention,Use personalized outreach and surveys.,3
13920,67,62,1071.3,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13921,38,38,620.75,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13922,73,21,557.65,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
13927,73,18,318.95,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
13929,52,34,1075.95,3,3,4,Need Attention,Use personalized outreach and surveys.,3
13931,28,205,3671.94,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13935,232,44,2098.72,1,3,5,At Risk,Launch win-back campaigns and offer special discounts.,2
13936,18,31,528.18,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13937,38,41,658.65,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13939,67,57,801.11,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13941,8,29,1756.56,5,2,5,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13943,213,13,221.04,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
13944,289,34,192.87,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
13945,30,47,764.55,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13946,12,38,688.0,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13948,47,19,387.06,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13952,16,204,5680.07,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13955,11,48,136.4,5,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13957,53,26,438.35,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13958,15,188,3364.31,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13959,35,67,413.0,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13961,28,16,364.05,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13962,71,11,180.5,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13963,3,117,1875.98,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13964,23,24,438.9,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13965,112,20,475.2,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13966,71,20,269.9,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
13967,32,3,65.7,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13968,59,5,78.3,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13969,1,471,4062.93,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13970,22,11,359.35,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
13971,59,100,1791.24,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13974,218,14,244.23000000000002,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13975,29,410,2786.69,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13976,142,39,714.78,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13977,47,8,384.45,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13979,29,343,2422.09,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13980,75,50,537.23,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13981,51,17,260.59,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13982,1,133,1839.3799999999999,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13983,2,212,3264.91,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13984,2,73,964.29,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13985,10,124,2716.03,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13987,15,46,682.54,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13988,19,60,599.89,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13989,100,39,670.46,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13992,16,6,142.7,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13993,15,125,2868.7,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13995,15,140,2440.28,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13996,22,30,738.48,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13997,155,40,268.36,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13998,82,27,449.1,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
13999,10,243,4841.71,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14000,50,20,963.5600000000001,3,2,4,About to Sleep,Send wake-up campaigns and personalized coupons.,3
14001,9,66,1959.01,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14003,368,15,199.32999999999998,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
14004,29,62,1336.1,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14006,164,36,491.4,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
14007,148,4,59.58,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
14008,68,32,509.04,3,3,3,Need Attention,Use personalized outreach and surveys.,3
14009,98,24,299.3,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
14010,201,23,382.15,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
14011,116,26,365.66,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
14013,16,31,550.6,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
14014,12,28,763.89,5,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
14016,32,257,5254.9,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14017,207,13,217.0,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
14018,281,12,341.95,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
14020,112,27,494.71,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
14021,10,58,902.0699999999999,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14022,122,19,352.15,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
14024,26,15,254.74,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
14025,100,75,2767.79,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
14026,106,50,713.11,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
14030,2,574,4354.5,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14031,1,435,14403.14,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14032,2,92,1625.92,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14035,42,76,969.11,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14037,114,81,582.51,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
14038,33,63,1208.8,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14039,211,3,38.760000000000005,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
14040,22,527,7578.86,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14042,361,20,402.08,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
14043,127,39,214.75,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
14044,54,629,2203.12,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14045,176,1,34.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
14047,8,118,2403.05,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
14048,18,54,283.69,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
14049,23,531,5661.64,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14051,2,105,5850.05,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
